question,class
"Est-il possible de savoir pouvez-vous me donner l’emploi du temps du semestre de automne pour économie , pour la semaine prochaine ?",emploi_du_temps
J’aimerais savoir : Combien de crédits faut-il pour se spécialiser en Biologie ?,formation
"Est-il possible de savoir où soumettre la demande de carte étudiante , pour la semaine prochaine  ??",procedure_administrative
Quels sont les horaires d’ouverture de la centre de santé ?,service_campus
Quelles sont les règles pour le retrait d’un cours ?,reglement
Où consulter le code de conduite des étudiants ?,reglement
"Est-il possible de savoir combien de crédits faut-il pour se spécialiser en Lettres modernes , c’est urgent ?",formation
J’aimerais savoir quand se déroule le cours de programmation Python. ?,emploi_du_temps
"Est-il possible de savoir y a-t-il un règlement spécifique pour les stages , c’est urgent ?",reglement
"Excusez-moi, quels documents sont requis pour un changement de parcours , si possible ?",procedure_administrative
Quelle est la politique concernant le plagiat ?,reglement
Est-il possible de savoir y a-t-il un règlement spécifique pour les stages ?,reglement
"Bonsoir, quels sont les horaires d’ouverture de la gymnase , si possible ?",service_campus
J’aimerais savoir : Quelle est la date limite pour la demande d’aide financière ?,procedure_administrative
À quelle heure commencent les TD de psychologie cognitive ?,emploi_du_temps
Petite question : que se passe-t-il en cas de triche à un examen ?,reglement
J’aimerais savoir : Pouvez-vous me donner l’emploi du temps du semestre de automne pour droit public ?,emploi_du_temps
Petite question : Quelles sont les règles pour le retrait d’un cours ?,reglement
"J’aimerais savoir : J’ai perdu mes clés, où se situe le bureau des objets trouvés ?",service_campus
J’aimerais savoir : Quel est l’horaire du cours de biologie cellulaire avec le professeur Anderson ?,emploi_du_temps
Pourriez-vous me dire : Quelles sont les UE obligatoires pour le MBA Finance … ?,formation
Où et à quelle heure est mon cours du lundi à 16h30 … ?,emploi_du_temps
"J’ai perdu mes clés,,, où se situe le bureau des objets trouvés ?",service_campus
"Pourriez-vous me dire : Quels documents sont requis pour un changement de parcours , merci d’avance  ??",procedure_administrative
Pourriez-vous me dire : Pouvez-vous me donner l’emploi du temps du semestre de été pouuur analyse de données ?,emploi_du_temps
"Où déposer mon dossier pour demander un relevé officiel , si possible ?",procedure_administrative
Est-il possible de savoir quels sont les prérequis pour le MBA Finance ?,formation
"S'il vous plaît, existe-t-il un minimum de crédits ou de moyenne par semestre ?",reglement
"Bonsoir, Où puis-je imprimer mes documents sur le campus ?",service_campus
Quand a lieu le prochain cours de robotique ?,emploi_du_temps
Puis-je réserver une salle de travail ou un terrain de sport ?,service_campus
Est-il possible de savoir quelle est la politique concernant le rattrapage d’examen ?,reglement
J’aimerais savoir : Puis-je réserver une salle de travail ou un terrain de sport ?,service_campus
"Pardon, où se trouve la gymnase ?",service_campus
"Excusez-moi, Pourriez-vous me dire : Comment demander un report d’admission ?",procedure_administrative
Comment réussir le prochain module de statistiques ?,formation
Combien d’absences sont autorisées avant une sanction ?,reglement
Est-il possible de savoir à quelle heure commencent les TD de biologie cellulaire  !?,emploi_du_temps
"Bonjour, Où puis-je imprimer mes documents sur le campus … ?",service_campus
"Bonsoir, puis-je réserver une salle de travail ou un terrain de sport ?",service_campus
"Excusez-moi, Puis-je changer de majeure ou de spécialisation en cours d’année ?",formation
Pourriez-vous me dire : Comment payer mes frais de scolarité ?! ?,procedure_administrative
Est-il possible de savoir quelles sont les matières principales en Psychologie ?,formation
Quelles sont les matières principales en Biologie ?,formation
Pourriez-vous m’indiquer le créneau de statistiques appliquées ?,emploi_du_temps
Pourriez-vous me dire : Combien de crédits faut-il pour se spécialiser en Lettres modernes ?,formation
J’aimerais savoir quand se déroule le cours de littérature moderne. ?,emploi_du_temps
"S'il vous plaît, pourriez-vous me dire : Où puis-je imprimer mes documents sur le campus ?",service_campus
"Le VPN ne fonctionne pas, que puis-je faire ?",service_campus
Quelles sont les règles pour le retrait d’un cours ?,reglement
"J’ai perdu mes clés, où se situe le bureau des objets trouvés ?",service_campus
Est-il possible de savoir quand a lieu le prochain cours de droit public ?,emploi_du_temps
Pourriez-vous me dire : Quelles sont les UE obligatoires pour le Parcours Data Science ?,formation
Quelles sont les matières principales en Biologie ?,formation
Pourriez-vouuus me dire : Existe-t-il un minimum de crédits ou de moyenne par semestre ?,reglement
Où puis-je imprimer mes documents sur le campus ?,service_campus
Est-il possible de savoir quels sont les prérequis pour le MBA Finance ?,formation
J’aimerais savoir : Quels sont les prérequis pour le Master Psychologie ?,formation
"Bonjour, Est-il possible de savoir quels sont les horaires d’ouverture de la bibliothèque centrale ?",service_campus
"Bonsoir, Puis-je changer de majeure ou de spécialisation en cours d’année ?",formation
Petite question : existe-t-il un minimum de crédits ou de moyenne par semestre ?,reglement
Que se passe-t-il en cas de triche à un examen ?,reglement
"Bonjour, J’aimerais savoir : Quand a lieu le prochain cours de statistiques appliquées ?! ?",emploi_du_temps
"J’aimerais savoir : J’ai perdu mes clés, où se situe le bureau des objets trouvés , merci d’avance ?",service_campus
Y a-t-il un règlement spécifique pour les stages ?,reglement
"Est-il possible de savoir où puis-je imprimer mes documents sur le campus , c’est urgent ?",service_campus
Quels documents sont requis pour un changement de parcours ?,procedure_administrative
J’aimerais savoir : Comment me connecter au VPN de l’université ?,service_campus
Existe-t-il un minimum de crédits ou de moyenne par semestre ?,reglement
Est-il possible de savoir puis-je changer de majeure ou de spécialisation en cours d’année ?,formation
"J’aimerais savoir : où déposer mon dossier pour candidater pour la remise de diplôme , pour la semaine prochaine ?",procedure_administrative
"Bonjour, Où consulter le code de conduite des étudiants ?",reglement
Quels documents sont requis pour un changement de parcours ?,procedure_administrative
Est-il possible de savoir pourriez-vous m’indiquer le créneau de chimie organique ?,emploi_du_temps
Quelles sont les matières principales en Informatique ?,formation
Est-il possible de savoir où consulter le code de conduite des étudiants ?,reglement
"Bonsoir, quels documents sont requis pour un changement de parcours ?",procedure_administrative
Que se passe-t-il en cas de triche à un examen ?,reglement
J’aimerais savoir : Comment réussir le prochain module de statistiques ?,formation
"J’ai perdu mes clés, où se situe le bureau des objets trouvés ?",service_campus
Quel est l’horaire du cours de littérature moderne avec le professeur Dupont ?,emploi_du_temps
Comment me connecter au portail étudiant de l’université  !?,service_campus
Quels sont les prérqeuis pour le MBA Finance ?,formation
Existe-t-il un minimum de crédits ou de moyenne par semestre ?,reglement
"Bonsoir, quels sont les prérequis pour le Parcours Data Science ?",formation
"À quelle heure commencent les TD de droit public , si possible … ?",emploi_du_temps
Pourriez-vous me dire : Où soumettre la demande de carte étudiante ?,procedure_administrative
Quel est l’horaire du cours de analyse de données avec le professeur Bennani ?,emploi_du_temps
"Pardon, quels documents sont requis pour un changement de parcours ?! ?",procedure_administrative
Y a-t-il un règlement spécifique pour les stages ?,reglement
"Comment réussir le prochain module de statistiques , pour la semaine prochaine ?",formation
"Bonsoir, quels documents sont requis pour un changement de parcours ?",procedure_administrative
"Quelles sont les règles pour le retrait d’un cours , pour aujourd’hui ?",reglement
"Bonsoir, Que se passe-t-il en cas de triche à un examen ?",reglement
Pourriez-vous me dire : Comment candidater pour la remise de diplôme ?,procedure_administrative
Est-il possible de savoir où déposer mon dossier pour mettre à jour mon adresse ?,procedure_administrative
Existe-t-il un minimum de crédits ou de moyenne par semestre ?,reglement
Quand a lieu le prochain cours de microéconomie ?,emploi_du_temps
J’aimerais savoir : Quels documents sont requis pour un changement de parcours ?,procedure_administrative
Où et à quelle heure est mon cours du mardi à 8h30 ?,emploi_du_temps
Quelles sont les UE obligatoires pour le MBA Finance ?,formation
Puis-je changer de majeure ou de spécialisation en cours d’année ?,formation
Petite question : pourriez-vous me dire : Comment mettre à jour mon adresse ?,procedure_administrative
Où consulter le code de conduite des étudiants ?,reglement
Pourriez-vous me dire : Quels sont les horaires d’ouverture de la service logement  !?,service_campus
J’aimerais savoir : Où et à quelle heure est mon cours du jeudi à 14h00 ?,emploi_du_temps
J’aimerais savoir : Combien de crédits faut-il pour se spécialiser en Biologie ?,formation
"Le Wi-Fi ne fonctionne pas, que puis-je faire , pour aujourd’hui ?",service_campus
À quelle heure commencent les TD de psychologie cognitive ?,emploi_du_temps
Quelle est la politique concernant le probation académique  !?,reglement
Où soumettre la demande de carte étudiante ?,procedure_administrative
"Quelle est la date limite pour l’abandon d’une UE , si possible ?",procedure_administrative
Que se passe-t-il en cas de triche à un examen  !?,reglement
Est-il possible de savoir combien d’absences sont autorisées avant une sanction ?,reglement
"Bonjour, pourriez-vous me dire : Puis-je réserver une salle de travail ou un terrain de sport ?",service_campus
"Excusez-moi, J’aimerais savoir : Où soumettre la demande de carte étudiante , merci d’avance ?",procedure_administrative
Comment réussir le prochain module de statistiques ?,formation
Où consulter le code de conduite des étudiants ?,reglement
Quelles sont les matières principales en Lettres modernes  ??,formation
"J’aimerais savoir : Quelles sont les matières principales en Psychologie , c’est urgent ?",formation
Pourriez-vous m’indiquer le créneau de statistiques appliquées ?,emploi_du_temps
Pourriez-vous me dire : Comment réussir le prochain module de statistiques ?,formation
"Pourriez-vous me dire : Que se passe-t-il en cas de triche à un examen , pour la semaine prochaine ?",reglement
Où soumettre la demande de carte étudiante ?,procedure_administrative
J’aimerais savoir : Où consulter le code de conduite des étudiants ?,reglement
Petite question : où puis-je imprimer mes documents sur le campus ?,service_campus
Quand a lieu le prochain cours de droit public ?,emploi_du_temps
Pourriez-vous me dire : Comment me connecter au ENT de l’université ?,service_campus
Petite question : Où soumettre la demande de carte étudiante ?,procedure_administrative
"Pardon, Combien de crédits faut-il pour se spécialiser en Psychologie ?",formation
J’aimerais savoir quand se déroule le cours de littérature moderne. — c’est urgent ?,emploi_du_temps
Puis-je changer de majeure ou de spécialisation en cours d’année ?,formation
"Quels documents sont requis pour un changement de parcours , c’est urgent  !?",procedure_administrative
"J’aimerais savoir : J’ai perdu mes clés, où se situe le bureau des objets trouvés , pour aujourd’hui ?",service_campus
Quand a lieu le prochain cours de chimie organique ?,emploi_du_temps
J’aimerais savoir : Où consulter le code de conduite des étudiants ?,reglement
Bonsoir Combien d’absences sont autorisées avant une sanction ?,reglement
"Comment me connecter au portail étudiant de l’université , c’est urgent ?",service_campus
Est-il possible de savoir quelle est la date limite pour l’abandon d’une UE ?,procedure_administrative
Pouvez-vous me donner l’emploi du temps du semestre de été pour robotique ?,emploi_du_temps
Combien de crédits faut-il pour se spécialiser en Psychologie ?,formation
Commmment réussir le prochain module de statistiques ?,formation
Que se passe-t-il en cas de triche à un examen ?,reglement
"Est-il possible de savoir quels documents sont requis pour un changement de parcours , c’est urgent ?",procedure_administrative
"Pourriez-vous m’indiquer le créneau de robotique , merci d’avance ?",emploi_du_temps
À quelle heure commencent les TD de robotique ?,emploi_du_temps
"Le portail etudiant ne fonctionne pas, que puis-je faire ?",service_campus
"S'il vous plaît, où déposer mon dossier pour renouveler ma carte étudiante ?",procedure_administrative
"Excusez-moi, pourriez-vous me dire : J’aimerais savoir quand se déroule le cours de économie ?",emploi_du_temps
Puis-je changer de majeure ou de spécialisation en cours d’année ?,formation
"Combien de crédits faut-il pour se spécialiser en Informatique , pour aujourd’hui ?",formation
Combien d’absences sont autorisées avant une sanction ?,reglement
Où se trouve la centre de santé ?,service_campus
"Quelle est la politique concernant le probation académique , si possible ?",reglement
"Excusez-moi, j’aimerais savoir : pouvez-vous me donner l’emploi du temps du semestre de printemps pour psychologie cognitive ?",emploi_du_temps
"Queeels documents sont requis pour un changement de parcours , si possible ?",procedure_administrative
Petite question : Quelle est la politique concernant le plagiat ?,reglement
"Excusez-moi, Est-il possible de savoir comment me connecter au VPN de l’université ?",service_campus
Pouvez-vvvous me donner l’emploi du temps du semestre de printemps pour chimie organique ?,emploi_du_temps
Est-il possible de savoir où déposer mon dossier pour obtenir une convention de stage ?,procedure_administrative
Où consulter le code de conduite des étudiants ?,reglement
Combien de crédits faut-il pour se spécialiser en Philosophie ?,formation
J’aimerais savoir : Où consulter le code de conduite des étudiants ?,reglement
Petite question : où puis-je imprimer mes documents sur le campus ?,service_campus
"Bonsoir, quels sont les prérequis pour le Licence Histoire ?",formation
Est-il possible de savoir où se trouve la bibliothèque centrale ?,service_campus
Pourriez-vous m’indiquer le créneau de psychologie cognitive ?,emploi_du_temps
Petite question : Combien d’absences sont autorisées avant une sanction ?,reglement
Est-il possible de savoir où et à quelle heure est mon cours du jeudi à 10h00 ?,emploi_du_temps
J’aimerais savoir : Comment me connecter au portail étudiant de l’université ?,service_campus
"Pardon, Est-il possible de savoir à quelle heure commencent les TD de programmation Python ?",emploi_du_temps
Comment demander un report d’admission ?,procedure_administrative
Pouvez-vous me donner l’emploi du temps du semestre de été pour économie ?,emploi_du_temps
"J’aimerais savoir : Où déposer mon dossier pour demander un relevé officiel , merci d’avance ?",procedure_administrative
Quelles sont les UE obligatoires pour le Master Psychologie ?,formation
Est-il possible de savoir comment demander un report d’admission ?! ?,procedure_administrative
Comment demander un report d’admission ?,procedure_administrative
Où et à quelle heure est mon cours du lundi à 16h30 ?,emploi_du_temps
Où puis-je imprimer mes documents sur le campus ?,service_campus
Petite question : Quelles sont les UE obligatoires pour le Master Robotique ?,formation
"J’aimerais savoir : Quels documents sont requis pour un changement de parcours , c’est urgent ?",procedure_administrative
"Est-il possible de savoir le portail étudiant ne fonctionne pas, que puis-je faire  !?",service_campus
Puis-je changer de majeure ou de spécialisation en cours d’année ?,formation
"Pardon, où consulter le code de conduite des étudiants ?",reglement
Comment demander un relevé officiel ?,procedure_administrative
J’aimerais savoir quand se déroule le cours de chimie organique. ?,emploi_du_temps
Quelles sont les matières principales en Biologie ?,formation
Où déposer mon dossier pour renouveler ma carte étudiante ?,procedure_administrative
"Bonjour, Quels sont les horaires d’ouverture de la bibliothèque centrale , merci d’avance ?",service_campus
Comment me connecer au VPN de l’université ?,service_campus
"Pardon, Est-il possible de savoir à quelle heure commencent les TD de microéconomie , c’est urgent ?",emploi_du_temps
"S'il vous plaît, est-il possible de savoir quelle est la politique concernant le retards ?",reglement
J’aimerais savoir : Où soumettre la demande de carte étudiante ?,procedure_administrative
Que se passe-t-il en cas de triche à un examen ?,reglement
Est-il possible de savoir pourriez-vous m’indiquer le créneau de algèbre avancée ?,emploi_du_temps
Pourriez-vous m’indiquer le créneau de psychologie cognitive ?,emploi_du_temps
"Pardon, Y a-t-il un règlement spécifique pour les stages ?",reglement
Quels sont les prérequis pour le Parcours Data Science ?,formation
Quel est l’horaire du cours de analyse de données avec le professeur Moreau ?,emploi_du_temps
Puis-je changer de majeure ou de spécialisation en cours d’année ?,formation
J’aimerais savoir quand se déroule le cours de programmation Python. ?,emploi_du_temps
Quels sont les horaires d’ouverture de la service logement ?,service_campus
J’aimerais savoir : Pourriez-vous m’indiquer le créneau de statistiques appliquées ?,emploi_du_temps
Pourriez-vous me dire : Existe-t-il un minimum de crédits ou de moyenne par semestre ?,reglement
Où déposer mon dossier pour candidater pour la remise de diplôme ?,procedure_administrative
"Bonsoir, Pourriez-vous me dire : J’aimerais savoir quand se déroule le cours de microéconomie , si possible ?",emploi_du_temps
Est-il possible de savoir où soumettre la demande de carte étudiante ?,procedure_administrative
Est-il possible de savoir puis-je réserver une salle de travail ou un terrain de sport ?,service_campus
J’aimerais savoir : Comment renouveler ma carte etudiante ?,procedure_administrative
Quand a lieu le prochain cours de économie ?,emploi_du_temps
Quelles sont les règles pour le retrait d’un cours ?,reglement
"Bonjour, J’ai perdu mes clés, où se situe le bureau des objets trouvés ?",service_campus
Puis-je réserver une salle de travail ou un terrain de sport ?,service_campus
"Où soumettre la demande de carte étudiante , merci d’avance ?",procedure_administrative
"S'il vous plaît, combien de crédits faut-il pour se spécialiser en Biologie ?",formation
"Excusez-moi, J’aimerais savoir : Quelles sont les UE obligatoires pour le Licence Histoire ?",formation
Existe-t-il un minimum de crédits ou de moyenne par semestre ?,reglement
Pouvez-vous me donner l’emploi du temps du semestre de printemps pour statistiques appliquées ?,emploi_du_temps
"J’ai perdu mes clés, où se situe le bureau des objets trouvés , c’est urgent ?",service_campus
"S'il vous plaît, j’aimerais savoir : Le Wi-Fi ne fonctionne pas, que puis-je faire ?",service_campus
Pourriez-vous m’indiquer le créneau de analyse de données  ??,emploi_du_temps
"Quels documents sont requis pour un changement de parcours , pour aujourd’hui ?",procedure_administrative
"Bonjour, j’aimerais savoir : J’ai perdu mes clés, où se situe le bureau des objets trouvés ?",service_campus
Où consulter le code de conduite des étudiants ?,reglement
Existe-t-il un minimum de crédits ou de moyenne par semestre ?,reglement
"Bonsoir, le VPN ne fonctionne pas, que puis-je faire ?",service_campus
J’aimerais savoir quand se déroule le cours de algèbre avancée. ?,emploi_du_temps
Comment demander un report d’admission ?,procedure_administrative
J’aimerais savoir : Y a-t-il un règlement spécifique pour les stages ?! ?,reglement
Où soumettre la demande de carte étudiante ?,procedure_administrative
Pourriez-vous me dire : Quelles sont les matières principales en Informatique ?,formation
Quel est l’horaire du cours de économie avec le professeur Dupont ?,emploi_du_temps
Est-il possible de savoir puis-je changer de majeure ou de spécialisation en cours d’année ?,formation
Pourriez-vous me dire : Pourriez-vous m’indiquer le créneau de microéconomie ?,emploi_du_temps
"S'il vous plaît, Le VPN ne fonctionne pas, que puis-je faire ?",service_campus
Petite question : j’aimerais savoir : Combien de crédits faut-il pour se spécialiser en Biologie ?,formation
Pouvez-vous me donner l’emploi du temps du semestre de automne pour statistiques appliquées ?,emploi_du_temps
Quels documents sont requis pour un changement de parcours ?,procedure_administrative
Quelles sont les UE obligatoires pour le Master Psychologie ?,formation
"Bonsoir, pourriez-vous me dire : Quand a lieu le prochain cours de algèbre avancée ?",emploi_du_temps
Pourriez-vous me dire : À quelle heure commencent les TD de biologie cellulaire ?,emploi_du_temps
"Pardon, où déposer mon dossier pour payer mes frais de scolarité ?",procedure_administrative
"Où puis-je imprimer mes documents sur le campus , pour la semaine prochaine ?",service_campus
Comment me connecter au VPN de l’université ?,service_campus
"S'il vous plaît, comment demander un relevé officiel ?",procedure_administrative
"Pardon, pourriez-vous me dire : J’ai perdu mes clés, où se situe le bureau des objets trouvés ?",service_campus
"Quelles sont les matières principales en Biologie , si possible ?! ?",formation
J’aimerais savoir : Puis-je changer de majeure ou de spécialisation en cours d’année ?,formation
J’aimerais savoir : Où déposer mon dossier pour candidater pour la remise de diplôme ?,procedure_administrative
"Bonsoir, Comment demander un report d’admission ?",procedure_administrative
J’aimerais savoir : J’aimerais savoir quand se déroule le cours de statistiques appliquées ?,emploi_du_temps
Quelle est la date limite pour l’abandon d’une UE ?,procedure_administrative
Puis-je changer de majeure ou de spécialisation en cours d’année ?,formation
Pourriez-vous me dire : Combien de crédits faut-il pour se spécialiser en Lettres modernes ?,formation
"J’ai perdu mes clés, où se situe le burea udes objets trouvés , c’est urgent ?",service_campus
"S'il vous plaît, où puis-je imprimer mes documents sur le campus ?",service_campus
Pourriez-vous me dire : Comment candidater pour la remise de diplôme ?,procedure_administrative
"Bonsoir, pourriez-vous m’indiquer le créneau de programmation Python ?",emploi_du_temps
Puis-je réserver une salle de travail ou un terrain de sport ?,service_campus
J’aimerais savoir : Combien d’absences sont autorisées avant une sanction ?,reglement
Quand a lieu le prochain cours de programmation Python ?,emploi_du_temps
"Comment me connecter au portail étudiant de l’université , si possible ?",service_campus
Quels sont les prérequis pour le Licence Histoire ?,formation
Est-il possible de savoir quelles sont les règles pour le retrait d’un cours ?,reglement
Petite question : J’aimerais savoir : Quelle est la date limite pour la demande d’aide financière ?,procedure_administrative
"Bonsoir, ourriez-vous me dire : Quelle est la politique concernant le plagiat ?",reglement
"J’ai perdu mes clés, où se situe le bureau des objets trouvés ?",service_campus
"Quels sont les horaires d’ouverture de la bibliothèque centrale , pour aujourd’hui ?",service_campus
"Pardon, J’aimerais savoir quand se déroule le cours de droit public. ?",emploi_du_temps
Où consulter le code de conduite des étudiants … ?,reglement
Est-il possible de savoir quel est l’horaire du cours de algèbre avancée avec le professeur Dupont ?,emploi_du_temps
Où et à quelle heure est mon cours du mercredi à 10h00 ?,emploi_du_temps
Quels sont les horaires d’ouverture de la centre de santé ?,service_campus
Où déposer mon dossier pour candidater pour la remise de diplôme ?,procedure_administrative
"Où et à quelle heure est mon cours du vendredi à 14h00 , pour la semaine prochaine ?",emploi_du_temps
Que se passe-t-il en cas de triche à un examen ?,reglement
Y a-t-il un règlement spécifique pour les stages ?,reglement
J’aimerais savoir quand se déroule le cours de microéconomie. — si possible ?,emploi_du_temps
Où consulter le code de conduite des étudiants ?,reglement
Quelles sont les matières principales en Lettres modernes ?,formation
Quels documents sont requis pour un changement de parcours ?,procedure_administrative
Petite question : Comment me connecter au ENT de l’université ?,service_campus
"Pardon, où consulter le code de conduite des étudiants , merci d’avance ?",reglement
"Bonjour, Y a-t-il un règlement spécifique pour les stages ?",reglement
Quelles sont les UE obligatoires pour le MBA Finance ?,formation
J’aimerais savoir : Que se passe-t-il en cas de triche à un examen ?,reglement
Petite question : pourriez-vous me dire : Combien de crédits faut-il pour se spécialiser en Informatique ?,formation
"Pardon, que se passe-t-il en cas de triche à un examen ?",reglement
Comment renouveler ma carte etudiante ?,procedure_administrative
J’aimerais savoir : Combien de crédits faut-il pour se spécialiser en Philosophie ?,formation
Que se passe-t-il en cas de triche à un examen ?,reglement
Quels sont les prérequis pour le Master Psychologie ?,formation
"Pardon, Quels sont les prérequis pour le Master Robotique ?",formation
"Que se passe-t-il en cas de triche à un examen , c’est urgent ?",reglement
Est-il possible de savoir y a-t-il un règlement spécifique pour les stages  !?,reglement
"Est-il possible de savoir où et à quelle heure est mon cours du lundi à 8h30 , si possible ?",emploi_du_temps
Quelles sont les UE obligatoires pour le Licence Histoire ?,formation
Comment réussir le prochain module de statistiques ?,formation
À quelle heure commencent les TD de statistiques appliquées ?,emploi_du_temps
J’aimerais savoir : Y a-t-il un règlement spécifique pour les stages ?,reglement
Quels sont les horaires d’ouverture de la centre de santé ?,service_campus
Quel est l’horaire du cours de droit public avec le professeur Anderson ?,emploi_du_temps
"Comment demander un report d’admission , c’est urgent ?",procedure_administrative
Quelle est la politique concernant le retards  ??,reglement
Comment demander un report d’admission ?,procedure_administrative
"Bonjour, pourriez-vous me dire : Où se trouve la gymnase ?",service_campus
"Bonjour, j’ai perdu mes clés, où se situe le bureau des objets trouvés ?",service_campus
Est-il possible de savoir à quelle heure commencent les TD de droit public ?,emploi_du_temps
J’aimerais savoir : Où et à quelle heure est mon cours du vendredi à 8h30 ?,emploi_du_temps
Quelle est la politique concernant le rattrapage d’examen ?,reglement
J’aimerais savoir : Où déposer mon dossier pour candidater pour la remise de diplôme ?,procedure_administrative
"Le ENT ne fonctionne pas, que puis-je faire ?",service_campus
Est-il possible de savoir où déposer mon dossier pour payer mes frais de scolarité ?,procedure_administrative
"Pourriez-vous m’indiquer le créneau de microéconomie , pour la semaine prochaine ?",emploi_du_temps
Combien de crédits faut-il pour se spécialiser en Philosophie ?,formation
Pourriez-vous me dire : Combien d’absences sont autorisées avant une sanction ?,reglement
À quelle heure commencent les TD de biologie cellulaire ?,emploi_du_temps
"Comment réussir le prochain module de statistiques , si possible ?",formation
"Bonjour, Puis-je réserver une salle de travail ou un terrain de sport ?",service_campus
"Bonsoir, y a-t-il un règlement spécifique pour les stages ?",reglement
"J’ai perdu mes cles, ou se situe le bureau des objets trouves ?",service_campus
Quels sont les prérequis pour le Master Robotique … ?,formation
Petite question : quels sont les horaires d’ouverture de la gymnase ?,service_campus
Quelles sont les matières principales en informatique ?,formation
Puis-je réserver une salle de travail ou un terrain de sport ?,service_campus
Pourriez-vous m’indiquer le créneau de statistiques appliquées ?,emploi_du_temps
Est-il possible de savoir quelle est la politique concernant le retards ?,reglement
Où soumettre la demande de carte étudiante ?,procedure_administrative
Pourriez-vous me dire : Comment réussir le prochain module de statistiques ?,formation
"Quels sont les horaires d’ouverture de la bureau des carrières , merci d’avance ?! ?",service_campus
"Pardon, Quelles sont les UE obligatoires pour le Master Psychologie ?",formation
J’aimerais savoir : Où déposer mon dossier pour candidater pour la remise de diplôme ?,procedure_administrative
Quels documents sont requis pour un changement de parcours ?,procedure_administrative
Où déposer mon dossier pour obtenir une convention de stage ?,procedure_administrative
Comment me connecter au portail étudiant de l’université ?! ?,service_campus
Où puis-je imprimer mes documents sur le campus ?,service_campus
"Le portail étudiant ne fonctionne pas, que puis-je faire ?",service_campus
"Excusez-moi, Quelles sont les matières principales en Lettres modernes ?",formation
"Petite question : combien d’absences sont autorisées avant une sanction , c’est urgent ?",reglement
"Bonsoir, Pourriez-vous me dire : Où se trouve la bureau des carrières , c’est urgent ?",service_campus
Pourriez-vous me dire : Où et à quelle heure est mon cours du vendredi à 8h30 ?,emploi_du_temps
"Quelle est la date limite pour l’inscription aux cours , c’est urgent ?",procedure_administrative
"Bonjour, Pourriez-vous me dire : J’aimerais savoir quand se déroule le cours de biologie cellulaire ?",emploi_du_temps
"Pardon, pourriez-vous me dire : Le portail étudiant ne fonctionne pas, que puis-je faire ?",service_campus
Quels sont les horaires d’ouverture de la service logement ?,service_campus
Quelle est la politique concernant le probation académique ?,reglement
Comment réussir le prochain module de statistiques ?,formation
Combien d’absences sont autorisées avant une sanction … ?,reglement
"Existe-t-il un minimum de crédits ou de moyenne par semestre , pour la semaine prochaine ?",reglement
"Est-il possible de savoir le portail étudiant ne fonctionne pas, que puis-je faire ?",service_campus
"Comment réussir le prochain module de statistiques , pour aujourd’hui ?",formation
Combien d’absences sont autorisées avant une sanction ?,reglement
J’aimerais savoir : À quelle heure commencent les TD de statistiques appliquées  ??,emploi_du_temps
Quelles sont les matières principales en Psychologie ?,formation
Où consulter le code de conduite des étudiants ?,reglement
"S'il vous plaît, Est-il possible de savoir pourriez-vous m’indiquer le créneau de statistiques appliquées ?",emploi_du_temps
"Excusez-moi, J’aimeraaais savoir : Où se trouve la gymnase ?",service_campus
Est-il possible de savoir quelles sont les UE obligatoires pour le MBA Finance ?,formation
Pourriez-vous me dire : Puis-je changer de majeure ou de spécialisation en cours d’année ?,formation
Petite question : Quels sont les horaires d’ouverture de la service logement ?,service_campus
Petite question : Quelles sont les règles pour le retrait d’un cours ?,reglement
J’aimerais savoir : À quelle heure commencent les TD de microéconomie ?,emploi_du_temps
Puis-je changer de majeure ou de spécialisaaation en cours d’année ?,formation
Petite question : Est-il possible de savoir quel est l’horaire du cours de droit public avec le professeur Anderson ?,emploi_du_temps
"Excusez-moi, Pourriez-vous m’indiquer le creneau de microeconomie ?",emploi_du_temps
"Puis-je changer de majeure ou de spécialisation en cours d’année , pour aujourd’hui … ?",formation
"Pardon, j’aimerais savoir : J’ai perdu mes clés, où se situe le bureau des objets trouvés , c’est urgent ?",service_campus
Quelles sont les UE obligatoires pour le Master Robotique ?,formation
Pourriez-vous m’indiquer le créneau de psychologie cognitive ?,emploi_du_temps
"S'il vous plaît, Comment demander un report d’admission ?",procedure_administrative
Pourriez-vous me dire : Combien d’absences sont autorisées avant une sanction ?,reglement
Puis-je changer de majeure ou de spécialisation en cours d’année ?,formation
"S'il vous plaît, est-il possible de savoir comment réussir le prochain module de statistiques ?",formation
"Bonsoir, à quelle heure commencent les TD de microéconomie ?",emploi_du_temps
"Bonjour, Quelles sont les matières principales en Philosophie ?",formation
Existe-t-il un minimum de crédits ou de moyenne par semestre ?,reglement
Quelles sont les UE obligatoires pour le Parcours Data Science ?,formation
"Excusez-moi, est-il possible de savoir quelle est la date limite pour la demande d’aide financière ?",procedure_administrative
"Combien de crédits faut-il pour se spécialiser en Biologie , merci d’avance ?",formation
"Excusez-moi, J’aimerais savoir : Combien d’absences sont autorisées avant une sanction ?",reglement
J’aimerais savoir : Pouvez-vous me donner l’emploi du temps du semestre de été pour robotique ?,emploi_du_temps
Petite question : où et à quelle heure est mon cours du vendredi à 8h30  !?,emploi_du_temps
Pourriez-vous me dire : Quelle est la politique concernant le plagiat ?,reglement
Pourriez-vous me dire : Pourriez-vous m’indiquer le créneau de algèbre avancée ?,emploi_du_temps
